Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Aluminum Brass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Alumite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Solid Ender
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Grout
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slimy Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graveyard Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Consecrated Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Slimedirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Slime Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glue Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rough Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brownstone Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fancy Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Brownstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fairy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pokefennium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - RedAurum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Vehicle Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Modern Warfare Armor Box
appliedenergistics2:item.ItemFacade:0, Cable Facade - WW2 Armor Box
appliedenergistics2:item.ItemFacade:0, Cable Facade - Modern Weapons Box
appliedenergistics2:item.ItemFacade:0, Cable Facade - American Weapons Box
appliedenergistics2:item.ItemFacade:0, Cable Facade - British Weapons Box
appliedenergistics2:item.ItemFacade:0, Cable Facade - German Weapons Box
appliedenergistics2:item.ItemFacade:0, Cable Facade - Japanese Weapons Box
appliedenergistics2:item.ItemFacade:0, Cable Facade - Russian Weapons Box
appliedenergistics2:item.ItemFacade:0, Cable Facade - Anti-Zombie Weapons Box
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fossil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iced Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Volcanic Ash
appliedenergistics2:item.ItemFacade:0, Cable Facade - Volcanic Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palaeoraphe Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palaeoraphe Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Wood Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Volcanic Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amber Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ancient Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bubble Blower
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Decoration Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Decoration Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silicon Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid Meteoric Iron
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cheese Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moon Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moon Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moon Turf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moon Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.tinSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.tinSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.moonSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.moonBricksSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.marsSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.slabGCDouble.marsBricksSlab.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asteroid Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Desh Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Sub-Surface Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Dungeon Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Desh
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mars Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Chamelium
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compact Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reinforced Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coke Oven Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - Heated Coke Oven Wall
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coke Oven Port
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Wire Coil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burnt Limestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clay Roof Tile Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Tile Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burnt Limestone Brick Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Cobble Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burnt Limestone Cobble Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfur Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thorium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tungsten Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burnt Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clay Roof Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burnt Limestone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Cobble
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burnt Limestone Cobble
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tungsten Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carbide Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brass Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfur Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Zinc Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Osmium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Slick Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Plastic Glow Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Reinforced Plastic Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Black Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §cRed Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §2Green Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Brown Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §1Blue Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §5Purple Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §3Cyan Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §7Light Grey Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §8Grey Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dPink Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §aLime Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §eYellow Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §9Light Blue Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §dMagenta Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §6Orange Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - §fWhite Plastic Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.hey.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.nyan.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.pattern.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.yellowGlow.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.whiteGlass.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Musical tree log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Musical tree planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amplifier
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.amplifierOn.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Platinum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thorium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Plutonium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lithium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Boron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magnesium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Uranium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thorium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tough Alloy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lithium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Boron Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magnesium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Graphite Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Casing
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusion Connector
appliedenergistics2:item.ItemFacade:0, Cable Facade - Standard Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Empty Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Water Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cryotheum Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Resonant Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowstone Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coolant Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Liquid Helium Reactor Cooler
appliedenergistics2:item.ItemFacade:0, Cable Facade - Reactor Speed Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blast Resistant Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Machine Base
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nuke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nuke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Antimatter Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Antimatter Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - EMP Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - EMP Bomb
appliedenergistics2:item.ItemFacade:0, Cable Facade - Elevator
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 1)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 2)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 3)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 4)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hard Wall (Tier 5)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asper Bamboo Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fargesia Robusta Bamboo Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Timber Bamboo Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Golden Bamboo Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moso Bamboo Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Short-Tassled Bamboo Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Timor Black Bamboo Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tropical Blue Bamboo Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wet Forest Bamboo Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asper Bamboo Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fargesia Robusta Bamboo Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Timber Bamboo Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Golden Bamboo Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moso Bamboo Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Short-Tassled Bamboo Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Timor Black Bamboo Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tropical Blue Bamboo Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wet Forest Bamboo Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Top Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Bottom Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Tiled Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Top Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Bottom Panel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sapphire Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nova Catalyst
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nova Cataclysm
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Matter Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Matter Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Alchemical Coal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mobius Fuel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aeternalis Fuel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (0 ~ Natural Floor)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (1 ~ Barrier)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (2)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (3)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (4)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (5)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (6)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (7)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (8)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (9)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (10)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (11)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (12)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (13)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (14)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Solid (15)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Asphalt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Concrete Block
